primary_key,match_key,date,time_of_day,name_team_A,name_team_B,gametime,score_team_A,score_team_B,odd_win_team_A,odd_draw,odd_win_team_B,prob_win_team_A,prob_draw,prob_win_team_B
Istanbulspor_AS_versus_Fatih_Karagümrük_time_2024-04-20 14:22:53,Istanbulspor_AS_versus_Fatih_Karagümrük,2024-04-20,14:22:53,Istanbulspor AS,Fatih Karagümrük,80',0,0,9.0,1.75,2.4,0.10108333333333334,0.5198571428571429,0.3790625
1._FC_Kaiserslautern_versus_SV_Wehen_Wies._time_2024-04-20 14:22:53,1._FC_Kaiserslautern_versus_SV_Wehen_Wies.,2024-04-20,14:22:53,1. FC Kaiserslautern,SV Wehen Wies.,65',1,0,1.22,5.0,15.0,0.7545245901639345,0.184104,0.061368
Fortuna_Düsseldorf_versus_Greuther_Fürth_time_2024-04-20 14:22:53,Fortuna_Düsseldorf_versus_Greuther_Fürth,2024-04-20,14:22:53,Fortuna Düsseldorf,Greuther Fürth,64',0,0,2.2,2.3,5.0,0.41727272727272724,0.39913043478260873,0.1836
VfL_1899_Osnabrück_versus_Eintr._Braunschweig_time_2024-04-20 14:22:53,VfL_1899_Osnabrück_versus_Eintr._Braunschweig,2024-04-20,14:22:53,VfL 1899 Osnabrück,Eintr. Braunschweig,62',0,3,100.0,50.0,1.0,0.0097087,0.0194174,0.97087
Erzgebirge_Aue_versus_SpVgg_Unterhaching_time_2024-04-20 14:22:53,Erzgebirge_Aue_versus_SpVgg_Unterhaching,2024-04-20,14:22:53,Erzgebirge Aue,SpVgg Unterhaching,22',0,0,1.9,3.4,3.8,0.48571578947368427,0.2714294117647059,0.24285789473684213
Hallescher_FC_versus_SC_Verl_time_2024-04-20 14:22:53,Hallescher_FC_versus_SC_Verl,2024-04-20,14:22:53,Hallescher FC,SC Verl,22',0,0,2.2,3.0,3.4,0.4201,0.30807333333333337,0.2718294117647059
VfB_Lübeck_versus_Borussia_Dortmund_II_time_2024-04-20 14:22:53,VfB_Lübeck_versus_Borussia_Dortmund_II,2024-04-20,14:22:53,VfB Lübeck,Borussia Dortmund II,22',0,2,16.0,8.5,1.1,0.057379374999999996,0.10800823529411764,0.8346090909090907
RC_Celta_de_Vigo_versus_UD_Las_Palmas_time_2024-04-20 14:22:53,RC_Celta_de_Vigo_versus_UD_Las_Palmas,2024-04-20,14:22:53,RC Celta de Vigo,UD Las Palmas,22',0,1,3.0,3.4,2.2,0.30807333333333337,0.2718294117647059,0.4201
1860_München_versus_1._FC_Saarbrücken_time_2024-04-20 14:22:53,1860_München_versus_1._FC_Saarbrücken,2024-04-20,14:22:53,1860 München,1. FC Saarbrücken,20',0,1,10.0,5.0,1.27,0.091962,0.183924,0.7241102362204724
Dynamo_Dresden_versus_FC_Viktoria_Köln_time_2024-04-20 14:22:53,Dynamo_Dresden_versus_FC_Viktoria_Köln,2024-04-20,14:22:53,Dynamo Dresden,FC Viktoria Köln,20',0,0,1.27,5.0,9.0,0.7167874015748031,0.182064,0.10114666666666666
GKS_Olimpia_Grudz._versus_KS_Wisla_Pulawy_time_2024-04-20 14:22:53,GKS_Olimpia_Grudz._versus_KS_Wisla_Pulawy,2024-04-20,14:22:53,GKS Olimpia Grudz.,KS Wisla Pulawy,90'+5,1,0,1.0,27.0,100.0,0.95508,0.03537333333333333,0.0095508
Sudeva_Delhi_FC_versus_FC_Bengaluru_United_time_2024-04-20 14:22:53,Sudeva_Delhi_FC_versus_FC_Bengaluru_United,2024-04-20,14:22:53,Sudeva Delhi FC,FC Bengaluru United,90'+2,1,0,1.05,7.5,45.0,0.8595999999999999,0.12034399999999999,0.020057333333333333
Phrae_United_versus_Ayutthaya_United_time_2024-04-20 14:22:53,Phrae_United_versus_Ayutthaya_United,2024-04-20,14:22:53,Phrae United,Ayutthaya United,90',0,1,120.0,7.0,1.06,0.00761325,0.13051285714285715,0.861877358490566
Bandirmaspor_versus_Tuzlaspor_time_2024-04-20 14:22:53,Bandirmaspor_versus_Tuzlaspor,2024-04-20,14:22:53,Bandirmaspor,Tuzlaspor,84',1,1,4.3,1.4,7.0,0.2134139534883721,0.6554857142857143,0.13109714285714286
Ethio_Electric_SC_versus_Oromia_Police_Fc_time_2024-04-20 14:22:53,Ethio_Electric_SC_versus_Oromia_Police_Fc,2024-04-20,14:22:53,Ethio Electric SC,Oromia Police Fc,70',1,0,1.08,7.0,25.0,0.8350833333333333,0.12884142857142858,0.0360756
Skövde_AIK_versus_Trelleborgs_FF_time_2024-04-20 14:22:53,Skövde_AIK_versus_Trelleborgs_FF,2024-04-20,14:22:53,Skövde AIK,Trelleborgs FF,67',1,0,1.35,3.8,11.0,0.6765925925925925,0.2403684210526316,0.08303636363636363
FC_Rosengaard_1917_versus_Onsala_BK_time_2024-04-20 14:22:53,FC_Rosengaard_1917_versus_Onsala_BK,2024-04-20,14:22:53,FC Rosengaard 1917,Onsala BK,65',1,1,2.1,2.3,5.2,0.43161428571428573,0.3940826086956522,0.17430576923076924
Pattaya_United_FC_versus_Chanthaburi_time_2024-04-20 14:22:53,Pattaya_United_FC_versus_Chanthaburi,2024-04-20,14:22:53,Pattaya United FC,Chanthaburi,65',1,1,2.2,2.1,5.5,0.40855909090909087,0.4280142857142857,0.16342363636363635
Istanbulspor_AS_versus_Fatih_Karagümrük_time_2024-04-20 14:23:06,Istanbulspor_AS_versus_Fatih_Karagümrük,2024-04-20,14:23:06,Istanbulspor AS,Fatih Karagümrük,80',0,0,9.0,1.75,2.4,0.10108333333333334,0.5198571428571429,0.3790625
1._FC_Kaiserslautern_versus_SV_Wehen_Wies._time_2024-04-20 14:23:06,1._FC_Kaiserslautern_versus_SV_Wehen_Wies.,2024-04-20,14:23:06,1. FC Kaiserslautern,SV Wehen Wies.,65',1,0,1.22,5.0,15.0,0.7545245901639345,0.184104,0.061368
Fortuna_Düsseldorf_versus_Greuther_Fürth_time_2024-04-20 14:23:06,Fortuna_Düsseldorf_versus_Greuther_Fürth,2024-04-20,14:23:06,Fortuna Düsseldorf,Greuther Fürth,64',0,0,2.2,2.3,5.0,0.41727272727272724,0.39913043478260873,0.1836
VfL_1899_Osnabrück_versus_Eintr._Braunschweig_time_2024-04-20 14:23:06,VfL_1899_Osnabrück_versus_Eintr._Braunschweig,2024-04-20,14:23:06,VfL 1899 Osnabrück,Eintr. Braunschweig,62',0,3,100.0,50.0,1.0,0.0097087,0.0194174,0.97087
Erzgebirge_Aue_versus_SpVgg_Unterhaching_time_2024-04-20 14:23:06,Erzgebirge_Aue_versus_SpVgg_Unterhaching,2024-04-20,14:23:06,Erzgebirge Aue,SpVgg Unterhaching,23',0,0,1.9,3.4,3.8,0.48571578947368427,0.2714294117647059,0.24285789473684213
Hallescher_FC_versus_SC_Verl_time_2024-04-20 14:23:06,Hallescher_FC_versus_SC_Verl,2024-04-20,14:23:06,Hallescher FC,SC Verl,23',0,0,2.2,3.0,3.4,0.4201,0.30807333333333337,0.2718294117647059
VfB_Lübeck_versus_Borussia_Dortmund_II_time_2024-04-20 14:23:06,VfB_Lübeck_versus_Borussia_Dortmund_II,2024-04-20,14:23:06,VfB Lübeck,Borussia Dortmund II,23',0,2,16.0,8.5,1.1,0.057379374999999996,0.10800823529411764,0.8346090909090907
RC_Celta_de_Vigo_versus_UD_Las_Palmas_time_2024-04-20 14:23:06,RC_Celta_de_Vigo_versus_UD_Las_Palmas,2024-04-20,14:23:06,RC Celta de Vigo,UD Las Palmas,22',0,1,3.0,3.4,2.2,0.30807333333333337,0.2718294117647059,0.4201
1860_München_versus_1._FC_Saarbrücken_time_2024-04-20 14:23:06,1860_München_versus_1._FC_Saarbrücken,2024-04-20,14:23:06,1860 München,1. FC Saarbrücken,20',0,1,10.0,5.0,1.27,0.091962,0.183924,0.7241102362204724
Dynamo_Dresden_versus_FC_Viktoria_Köln_time_2024-04-20 14:23:06,Dynamo_Dresden_versus_FC_Viktoria_Köln,2024-04-20,14:23:06,Dynamo Dresden,FC Viktoria Köln,20',0,0,1.27,5.0,9.0,0.7167874015748031,0.182064,0.10114666666666666
Sudeva_Delhi_FC_versus_FC_Bengaluru_United_time_2024-04-20 14:23:06,Sudeva_Delhi_FC_versus_FC_Bengaluru_United,2024-04-20,14:23:06,Sudeva Delhi FC,FC Bengaluru United,90'+3,1,0,1.05,7.5,45.0,0.8595999999999999,0.12034399999999999,0.020057333333333333
Phrae_United_versus_Ayutthaya_United_time_2024-04-20 14:23:06,Phrae_United_versus_Ayutthaya_United,2024-04-20,14:23:06,Phrae United,Ayutthaya United,90',0,1,250.0,7.5,1.05,0.00367068,0.12235599999999999,0.8739714285714285
Bandirmaspor_versus_Tuzlaspor_time_2024-04-20 14:23:06,Bandirmaspor_versus_Tuzlaspor,2024-04-20,14:23:06,Bandirmaspor,Tuzlaspor,84',1,1,4.3,1.4,7.0,0.2134139534883721,0.6554857142857143,0.13109714285714286
Ethio_Electric_SC_versus_Oromia_Police_Fc_time_2024-04-20 14:23:06,Ethio_Electric_SC_versus_Oromia_Police_Fc,2024-04-20,14:23:06,Ethio Electric SC,Oromia Police Fc,70',1,0,1.08,7.0,25.0,0.8350833333333333,0.12884142857142858,0.0360756
Skövde_AIK_versus_Trelleborgs_FF_time_2024-04-20 14:23:06,Skövde_AIK_versus_Trelleborgs_FF,2024-04-20,14:23:06,Skövde AIK,Trelleborgs FF,67',1,0,1.35,3.8,11.0,0.6765925925925925,0.2403684210526316,0.08303636363636363
FC_Rosengaard_1917_versus_Onsala_BK_time_2024-04-20 14:23:06,FC_Rosengaard_1917_versus_Onsala_BK,2024-04-20,14:23:06,FC Rosengaard 1917,Onsala BK,65',1,1,2.1,2.3,5.2,0.43161428571428573,0.3940826086956522,0.17430576923076924
Pattaya_United_FC_versus_Chanthaburi_time_2024-04-20 14:23:06,Pattaya_United_FC_versus_Chanthaburi,2024-04-20,14:23:06,Pattaya United FC,Chanthaburi,65',1,1,2.2,2.1,5.5,0.40855909090909087,0.4280142857142857,0.16342363636363635
Roea_(F)_versus_Vålerenga_(F)_time_2024-04-20 14:23:06,Roea_(F)_versus_Vålerenga_(F),2024-04-20,14:23:06,Roea (F),Vålerenga (F),64',0,2,50.0,15.0,1.01,0.0185742,0.061914000000000004,0.9195148514851486
Istanbulspor_AS_versus_Fatih_Karagümrük_time_2024-04-20 14:23:19,Istanbulspor_AS_versus_Fatih_Karagümrük,2024-04-20,14:23:19,Istanbulspor AS,Fatih Karagümrük,80',0,0,10.0,1.7,2.5,0.091892,0.5405411764705882,0.367568
1._FC_Kaiserslautern_versus_SV_Wehen_Wies._time_2024-04-20 14:23:19,1._FC_Kaiserslautern_versus_SV_Wehen_Wies.,2024-04-20,14:23:19,1. FC Kaiserslautern,SV Wehen Wies.,65',1,0,1.22,5.0,15.0,0.7545245901639345,0.184104,0.061368
Fortuna_Düsseldorf_versus_Greuther_Fürth_time_2024-04-20 14:23:19,Fortuna_Düsseldorf_versus_Greuther_Fürth,2024-04-20,14:23:19,Fortuna Düsseldorf,Greuther Fürth,64',0,0,2.3,2.2,5.0,0.39913043478260873,0.41727272727272724,0.1836
VfL_1899_Osnabrück_versus_Eintr._Braunschweig_time_2024-04-20 14:23:19,VfL_1899_Osnabrück_versus_Eintr._Braunschweig,2024-04-20,14:23:19,VfL 1899 Osnabrück,Eintr. Braunschweig,62',0,3,100.0,50.0,1.0,0.0097087,0.0194174,0.97087
Erzgebirge_Aue_versus_SpVgg_Unterhaching_time_2024-04-20 14:23:19,Erzgebirge_Aue_versus_SpVgg_Unterhaching,2024-04-20,14:23:19,Erzgebirge Aue,SpVgg Unterhaching,23',0,0,1.9,3.4,3.8,0.48571578947368427,0.2714294117647059,0.24285789473684213
Hallescher_FC_versus_SC_Verl_time_2024-04-20 14:23:19,Hallescher_FC_versus_SC_Verl,2024-04-20,14:23:19,Hallescher FC,SC Verl,23',0,0,2.2,3.0,3.4,0.4201,0.30807333333333337,0.2718294117647059
VfB_Lübeck_versus_Borussia_Dortmund_II_time_2024-04-20 14:23:19,VfB_Lübeck_versus_Borussia_Dortmund_II,2024-04-20,14:23:19,VfB Lübeck,Borussia Dortmund II,23',0,2,16.0,8.5,1.1,0.057379374999999996,0.10800823529411764,0.8346090909090907
RC_Celta_de_Vigo_versus_UD_Las_Palmas_time_2024-04-20 14:23:19,RC_Celta_de_Vigo_versus_UD_Las_Palmas,2024-04-20,14:23:19,RC Celta de Vigo,UD Las Palmas,23',0,1,3.0,3.4,2.2,0.30807333333333337,0.2718294117647059,0.4201
1860_München_versus_1._FC_Saarbrücken_time_2024-04-20 14:23:19,1860_München_versus_1._FC_Saarbrücken,2024-04-20,14:23:19,1860 München,1. FC Saarbrücken,21',0,1,10.0,5.0,1.27,0.091962,0.183924,0.7241102362204724
Dynamo_Dresden_versus_FC_Viktoria_Köln_time_2024-04-20 14:23:19,Dynamo_Dresden_versus_FC_Viktoria_Köln,2024-04-20,14:23:19,Dynamo Dresden,FC Viktoria Köln,21',0,0,1.27,5.0,9.0,0.7167874015748031,0.182064,0.10114666666666666
Sudeva_Delhi_FC_versus_FC_Bengaluru_United_time_2024-04-20 14:23:19,Sudeva_Delhi_FC_versus_FC_Bengaluru_United,2024-04-20,14:23:19,Sudeva Delhi FC,FC Bengaluru United,90'+3,1,0,1.05,7.5,45.0,0.8595999999999999,0.12034399999999999,0.020057333333333333
Phrae_United_versus_Ayutthaya_United_time_2024-04-20 14:23:19,Phrae_United_versus_Ayutthaya_United,2024-04-20,14:23:19,Phrae United,Ayutthaya United,90',0,1,250.0,7.5,1.04,0.0036400800000000004,0.12133600000000001,0.8750192307692308
Bandirmaspor_versus_Tuzlaspor_time_2024-04-20 14:23:19,Bandirmaspor_versus_Tuzlaspor,2024-04-20,14:23:19,Bandirmaspor,Tuzlaspor,84',1,1,4.3,1.4,7.0,0.2134139534883721,0.6554857142857143,0.13109714285714286
Ethio_Electric_SC_versus_Oromia_Police_Fc_time_2024-04-20 14:23:19,Ethio_Electric_SC_versus_Oromia_Police_Fc,2024-04-20,14:23:19,Ethio Electric SC,Oromia Police Fc,71',1,0,1.08,7.0,25.0,0.8350833333333333,0.12884142857142858,0.0360756
Skövde_AIK_versus_Trelleborgs_FF_time_2024-04-20 14:23:19,Skövde_AIK_versus_Trelleborgs_FF,2024-04-20,14:23:19,Skövde AIK,Trelleborgs FF,67',1,0,1.3,3.8,13.0,0.6934307692307692,0.2372263157894737,0.06934307692307692
FC_Rosengaard_1917_versus_Onsala_BK_time_2024-04-20 14:23:19,FC_Rosengaard_1917_versus_Onsala_BK,2024-04-20,14:23:19,FC Rosengaard 1917,Onsala BK,65',1,1,2.1,2.3,5.2,0.43161428571428573,0.3940826086956522,0.17430576923076924
Pattaya_United_FC_versus_Chanthaburi_time_2024-04-20 14:23:19,Pattaya_United_FC_versus_Chanthaburi,2024-04-20,14:23:19,Pattaya United FC,Chanthaburi,65',1,1,2.1,2.1,6.0,0.4255333333333333,0.4255333333333333,0.14893666666666666
Roea_(F)_versus_Vålerenga_(F)_time_2024-04-20 14:23:19,Roea_(F)_versus_Vålerenga_(F),2024-04-20,14:23:19,Roea (F),Vålerenga (F),64',0,2,50.0,15.0,1.01,0.0185742,0.061914000000000004,0.9195148514851486
Istanbulspor_AS_versus_Fatih_Karagümrük_time_2024-04-20 14:23:32,Istanbulspor_AS_versus_Fatih_Karagümrük,2024-04-20,14:23:32,Istanbulspor AS,Fatih Karagümrük,80',0,0,10.0,1.7,2.5,0.091892,0.5405411764705882,0.367568
1._FC_Kaiserslautern_versus_SV_Wehen_Wies._time_2024-04-20 14:23:32,1._FC_Kaiserslautern_versus_SV_Wehen_Wies.,2024-04-20,14:23:32,1. FC Kaiserslautern,SV Wehen Wies.,65',1,0,1.22,5.0,15.0,0.7545245901639345,0.184104,0.061368
Fortuna_Düsseldorf_versus_Greuther_Fürth_time_2024-04-20 14:23:32,Fortuna_Düsseldorf_versus_Greuther_Fürth,2024-04-20,14:23:32,Fortuna Düsseldorf,Greuther Fürth,64',0,0,2.3,2.2,5.0,0.39913043478260873,0.41727272727272724,0.1836
VfL_1899_Osnabrück_versus_Eintr._Braunschweig_time_2024-04-20 14:23:32,VfL_1899_Osnabrück_versus_Eintr._Braunschweig,2024-04-20,14:23:32,VfL 1899 Osnabrück,Eintr. Braunschweig,62',0,3,100.0,50.0,1.0,0.0097087,0.0194174,0.97087
Erzgebirge_Aue_versus_SpVgg_Unterhaching_time_2024-04-20 14:23:32,Erzgebirge_Aue_versus_SpVgg_Unterhaching,2024-04-20,14:23:32,Erzgebirge Aue,SpVgg Unterhaching,23',0,0,1.9,3.4,3.8,0.48571578947368427,0.2714294117647059,0.24285789473684213
Hallescher_FC_versus_SC_Verl_time_2024-04-20 14:23:32,Hallescher_FC_versus_SC_Verl,2024-04-20,14:23:32,Hallescher FC,SC Verl,23',0,0,2.2,3.0,3.4,0.4201,0.30807333333333337,0.2718294117647059
VfB_Lübeck_versus_Borussia_Dortmund_II_time_2024-04-20 14:23:32,VfB_Lübeck_versus_Borussia_Dortmund_II,2024-04-20,14:23:32,VfB Lübeck,Borussia Dortmund II,23',0,2,16.0,8.5,1.1,0.057379374999999996,0.10800823529411764,0.8346090909090907
RC_Celta_de_Vigo_versus_UD_Las_Palmas_time_2024-04-20 14:23:32,RC_Celta_de_Vigo_versus_UD_Las_Palmas,2024-04-20,14:23:32,RC Celta de Vigo,UD Las Palmas,23',0,1,3.0,3.4,2.2,0.30807333333333337,0.2718294117647059,0.4201
1860_München_versus_1._FC_Saarbrücken_time_2024-04-20 14:23:32,1860_München_versus_1._FC_Saarbrücken,2024-04-20,14:23:32,1860 München,1. FC Saarbrücken,21',0,1,10.0,5.0,1.27,0.091962,0.183924,0.7241102362204724
Dynamo_Dresden_versus_FC_Viktoria_Köln_time_2024-04-20 14:23:32,Dynamo_Dresden_versus_FC_Viktoria_Köln,2024-04-20,14:23:32,Dynamo Dresden,FC Viktoria Köln,21',0,0,1.27,5.0,9.0,0.7167874015748031,0.182064,0.10114666666666666
Sudeva_Delhi_FC_versus_FC_Bengaluru_United_time_2024-04-20 14:23:32,Sudeva_Delhi_FC_versus_FC_Bengaluru_United,2024-04-20,14:23:32,Sudeva Delhi FC,FC Bengaluru United,90'+3,1,0,1.05,7.5,45.0,0.8595999999999999,0.12034399999999999,0.020057333333333333
Phrae_United_versus_Ayutthaya_United_time_2024-04-20 14:23:32,Phrae_United_versus_Ayutthaya_United,2024-04-20,14:23:32,Phrae United,Ayutthaya United,90',0,1,250.0,7.5,1.04,0.0036400800000000004,0.12133600000000001,0.8750192307692308
Bandirmaspor_versus_Tuzlaspor_time_2024-04-20 14:23:32,Bandirmaspor_versus_Tuzlaspor,2024-04-20,14:23:32,Bandirmaspor,Tuzlaspor,84',1,1,4.3,1.4,7.0,0.2134139534883721,0.6554857142857143,0.13109714285714286
Ethio_Electric_SC_versus_Oromia_Police_Fc_time_2024-04-20 14:23:32,Ethio_Electric_SC_versus_Oromia_Police_Fc,2024-04-20,14:23:32,Ethio Electric SC,Oromia Police Fc,71',1,0,1.08,7.0,25.0,0.8350833333333333,0.12884142857142858,0.0360756
Skövde_AIK_versus_Trelleborgs_FF_time_2024-04-20 14:23:32,Skövde_AIK_versus_Trelleborgs_FF,2024-04-20,14:23:32,Skövde AIK,Trelleborgs FF,67',1,0,1.3,3.8,13.0,0.6934307692307692,0.2372263157894737,0.06934307692307692
FC_Rosengaard_1917_versus_Onsala_BK_time_2024-04-20 14:23:32,FC_Rosengaard_1917_versus_Onsala_BK,2024-04-20,14:23:32,FC Rosengaard 1917,Onsala BK,65',1,1,2.1,2.3,5.2,0.43161428571428573,0.3940826086956522,0.17430576923076924
Pattaya_United_FC_versus_Chanthaburi_time_2024-04-20 14:23:32,Pattaya_United_FC_versus_Chanthaburi,2024-04-20,14:23:32,Pattaya United FC,Chanthaburi,65',1,1,2.1,2.1,6.0,0.4255333333333333,0.4255333333333333,0.14893666666666666
Roea_(F)_versus_Vålerenga_(F)_time_2024-04-20 14:23:32,Roea_(F)_versus_Vålerenga_(F),2024-04-20,14:23:32,Roea (F),Vålerenga (F),65',0,2,50.0,15.0,1.01,0.0185742,0.061914000000000004,0.9195148514851486
Istanbulspor_AS_versus_Fatih_Karagümrük_time_2024-04-20 14:23:46,Istanbulspor_AS_versus_Fatih_Karagümrük,2024-04-20,14:23:46,Istanbulspor AS,Fatih Karagümrük,81',0,0,10.0,1.7,2.5,0.091892,0.5405411764705882,0.367568
1._FC_Kaiserslautern_versus_SV_Wehen_Wies._time_2024-04-20 14:23:46,1._FC_Kaiserslautern_versus_SV_Wehen_Wies.,2024-04-20,14:23:46,1. FC Kaiserslautern,SV Wehen Wies.,65',1,0,1.22,5.0,15.0,0.7545245901639345,0.184104,0.061368
Fortuna_Düsseldorf_versus_Greuther_Fürth_time_2024-04-20 14:23:46,Fortuna_Düsseldorf_versus_Greuther_Fürth,2024-04-20,14:23:46,Fortuna Düsseldorf,Greuther Fürth,65',0,0,2.3,2.2,5.0,0.39913043478260873,0.41727272727272724,0.1836
VfL_1899_Osnabrück_versus_Eintr._Braunschweig_time_2024-04-20 14:23:46,VfL_1899_Osnabrück_versus_Eintr._Braunschweig,2024-04-20,14:23:46,VfL 1899 Osnabrück,Eintr. Braunschweig,62',0,3,100.0,50.0,1.0,0.0097087,0.0194174,0.97087
Erzgebirge_Aue_versus_SpVgg_Unterhaching_time_2024-04-20 14:23:46,Erzgebirge_Aue_versus_SpVgg_Unterhaching,2024-04-20,14:23:46,Erzgebirge Aue,SpVgg Unterhaching,23',0,0,1.9,3.4,3.8,0.48571578947368427,0.2714294117647059,0.24285789473684213
Hallescher_FC_versus_SC_Verl_time_2024-04-20 14:23:46,Hallescher_FC_versus_SC_Verl,2024-04-20,14:23:46,Hallescher FC,SC Verl,23',0,0,2.2,3.0,3.4,0.4201,0.30807333333333337,0.2718294117647059
VfB_Lübeck_versus_Borussia_Dortmund_II_time_2024-04-20 14:23:46,VfB_Lübeck_versus_Borussia_Dortmund_II,2024-04-20,14:23:46,VfB Lübeck,Borussia Dortmund II,23',0,2,16.0,8.5,1.1,0.057379374999999996,0.10800823529411764,0.8346090909090907
RC_Celta_de_Vigo_versus_UD_Las_Palmas_time_2024-04-20 14:23:46,RC_Celta_de_Vigo_versus_UD_Las_Palmas,2024-04-20,14:23:46,RC Celta de Vigo,UD Las Palmas,23',0,1,3.0,3.4,2.2,0.30807333333333337,0.2718294117647059,0.4201
1860_München_versus_1._FC_Saarbrücken_time_2024-04-20 14:23:46,1860_München_versus_1._FC_Saarbrücken,2024-04-20,14:23:46,1860 München,1. FC Saarbrücken,21',0,1,10.0,5.0,1.27,0.091962,0.183924,0.7241102362204724
Dynamo_Dresden_versus_FC_Viktoria_Köln_time_2024-04-20 14:23:46,Dynamo_Dresden_versus_FC_Viktoria_Köln,2024-04-20,14:23:46,Dynamo Dresden,FC Viktoria Köln,21',0,0,1.27,5.0,9.0,0.7167874015748031,0.182064,0.10114666666666666
Sudeva_Delhi_FC_versus_FC_Bengaluru_United_time_2024-04-20 14:23:46,Sudeva_Delhi_FC_versus_FC_Bengaluru_United,2024-04-20,14:23:46,Sudeva Delhi FC,FC Bengaluru United,90'+3,1,0,1.05,7.5,45.0,0.8595999999999999,0.12034399999999999,0.020057333333333333
Phrae_United_versus_Ayutthaya_United_time_2024-04-20 14:23:46,Phrae_United_versus_Ayutthaya_United,2024-04-20,14:23:46,Phrae United,Ayutthaya United,90'+1,0,1,80.0,8.0,1.04,0.011373625,0.11373625,0.8748942307692307
Bandirmaspor_versus_Tuzlaspor_time_2024-04-20 14:23:46,Bandirmaspor_versus_Tuzlaspor,2024-04-20,14:23:46,Bandirmaspor,Tuzlaspor,85',1,1,4.5,1.35,7.5,0.20270222222222223,0.675674074074074,0.12162133333333333
Ethio_Electric_SC_versus_Oromia_Police_Fc_time_2024-04-20 14:23:46,Ethio_Electric_SC_versus_Oromia_Police_Fc,2024-04-20,14:23:46,Ethio Electric SC,Oromia Police Fc,71',1,0,1.08,7.0,25.0,0.8350833333333333,0.12884142857142858,0.0360756
Skövde_AIK_versus_Trelleborgs_FF_time_2024-04-20 14:23:46,Skövde_AIK_versus_Trelleborgs_FF,2024-04-20,14:23:46,Skövde AIK,Trelleborgs FF,67',1,0,1.3,3.8,13.0,0.6934307692307692,0.2372263157894737,0.06934307692307692
FC_Rosengaard_1917_versus_Onsala_BK_time_2024-04-20 14:23:46,FC_Rosengaard_1917_versus_Onsala_BK,2024-04-20,14:23:46,FC Rosengaard 1917,Onsala BK,66',1,1,2.1,2.3,5.2,0.43161428571428573,0.3940826086956522,0.17430576923076924
Pattaya_United_FC_versus_Chanthaburi_time_2024-04-20 14:23:46,Pattaya_United_FC_versus_Chanthaburi,2024-04-20,14:23:46,Pattaya United FC,Chanthaburi,66',1,1,2.1,2.1,6.0,0.4255333333333333,0.4255333333333333,0.14893666666666666
Roea_(F)_versus_Vålerenga_(F)_time_2024-04-20 14:23:46,Roea_(F)_versus_Vålerenga_(F),2024-04-20,14:23:46,Roea (F),Vålerenga (F),65',0,2,60.0,14.0,1.0,0.015317333333333332,0.06564571428571428,0.91904
Istanbulspor_AS_versus_Fatih_Karagümrük_time_2024-04-20 14:24:13,Istanbulspor_AS_versus_Fatih_Karagümrük,2024-04-20,14:24:13,Istanbulspor AS,Fatih Karagümrük,81',0,0,11.0,1.65,2.55,0.08347,0.5564666666666668,0.3600666666666667
1._FC_Kaiserslautern_versus_SV_Wehen_Wies._time_2024-04-20 14:24:13,1._FC_Kaiserslautern_versus_SV_Wehen_Wies.,2024-04-20,14:24:13,1. FC Kaiserslautern,SV Wehen Wies.,66',1,0,1.22,5.0,15.0,0.7545245901639345,0.184104,0.061368
Fortuna_Düsseldorf_versus_Greuther_Fürth_time_2024-04-20 14:24:13,Fortuna_Düsseldorf_versus_Greuther_Fürth,2024-04-20,14:24:13,Fortuna Düsseldorf,Greuther Fürth,65',0,0,2.3,2.2,5.0,0.39913043478260873,0.41727272727272724,0.1836
VfL_1899_Osnabrück_versus_Eintr._Braunschweig_time_2024-04-20 14:24:13,VfL_1899_Osnabrück_versus_Eintr._Braunschweig,2024-04-20,14:24:13,VfL 1899 Osnabrück,Eintr. Braunschweig,63',0,3,100.0,50.0,1.0,0.0097087,0.0194174,0.97087
Erzgebirge_Aue_versus_SpVgg_Unterhaching_time_2024-04-20 14:24:13,Erzgebirge_Aue_versus_SpVgg_Unterhaching,2024-04-20,14:24:13,Erzgebirge Aue,SpVgg Unterhaching,24',0,0,1.9,3.4,3.8,0.48571578947368427,0.2714294117647059,0.24285789473684213
Hallescher_FC_versus_SC_Verl_time_2024-04-20 14:24:13,Hallescher_FC_versus_SC_Verl,2024-04-20,14:24:13,Hallescher FC,SC Verl,24',0,0,2.2,3.0,3.4,0.4201,0.30807333333333337,0.2718294117647059
VfB_Lübeck_versus_Borussia_Dortmund_II_time_2024-04-20 14:24:13,VfB_Lübeck_versus_Borussia_Dortmund_II,2024-04-20,14:24:13,VfB Lübeck,Borussia Dortmund II,24',0,2,16.0,8.5,1.1,0.057379374999999996,0.10800823529411764,0.8346090909090907
RC_Celta_de_Vigo_versus_UD_Las_Palmas_time_2024-04-20 14:24:13,RC_Celta_de_Vigo_versus_UD_Las_Palmas,2024-04-20,14:24:13,RC Celta de Vigo,UD Las Palmas,23',0,1,3.0,3.4,2.2,0.30807333333333337,0.2718294117647059,0.4201
1860_München_versus_1._FC_Saarbrücken_time_2024-04-20 14:24:13,1860_München_versus_1._FC_Saarbrücken,2024-04-20,14:24:13,1860 München,1. FC Saarbrücken,22',0,1,10.0,5.0,1.27,0.091962,0.183924,0.7241102362204724
