primary_key,match_key,date,time_of_day,name_team_A,name_team_B,gametime,score_team_A,score_team_B,odd_win_team_A,odd_draw,odd_win_team_B,prob_win_team_A,prob_draw,prob_win_team_B
Bandirmaspor_versus_Tuzlaspor_time_2024-04-20 14:25:39,Bandirmaspor_versus_Tuzlaspor,2024-04-20,14:25:39,Bandirmaspor,Tuzlaspor,86',1,1,5.0,1.35,6.5,0.182718,0.6767333333333333,0.1405523076923077
Ethio_Electric_SC_versus_Oromia_Police_Fc_time_2024-04-20 14:25:39,Ethio_Electric_SC_versus_Oromia_Police_Fc,2024-04-20,14:25:39,Ethio Electric SC,Oromia Police Fc,73',1,0,1.08,7.0,25.0,0.8350833333333333,0.12884142857142858,0.0360756
Skövde_AIK_versus_Trelleborgs_FF_time_2024-04-20 14:25:39,Skövde_AIK_versus_Trelleborgs_FF,2024-04-20,14:25:39,Skövde AIK,Trelleborgs FF,69',1,0,1.3,3.8,13.0,0.6934307692307692,0.2372263157894737,0.06934307692307692
FC_Rosengaard_1917_versus_Onsala_BK_time_2024-04-20 14:25:39,FC_Rosengaard_1917_versus_Onsala_BK,2024-04-20,14:25:39,FC Rosengaard 1917,Onsala BK,68',1,1,2.3,2.1,5.2,0.3940826086956522,0.43161428571428573,0.17430576923076924
Pattaya_United_FC_versus_Chanthaburi_time_2024-04-20 14:25:39,Pattaya_United_FC_versus_Chanthaburi,2024-04-20,14:25:39,Pattaya United FC,Chanthaburi,67',1,1,2.4,1.85,6.0,0.3707416666666667,0.48096216216216214,0.14829666666666666
Roea_(F)_versus_Vålerenga_(F)_time_2024-04-20 14:25:39,Roea_(F)_versus_Vålerenga_(F),2024-04-20,14:25:39,Roea (F),Vålerenga (F),67',0,2,70.0,18.0,1.0,0.013353142857142857,0.051928888888888886,0.93472
Istanbulspor_AS_versus_Fatih_Karagümrük_time_2024-04-20 14:25:55,Istanbulspor_AS_versus_Fatih_Karagümrük,2024-04-20,14:25:55,Istanbulspor AS,Fatih Karagümrük,83',0,0,11.0,1.65,2.55,0.08347,0.5564666666666668,0.3600666666666667
1._FC_Kaiserslautern_versus_SV_Wehen_Wies._time_2024-04-20 14:25:55,1._FC_Kaiserslautern_versus_SV_Wehen_Wies.,2024-04-20,14:25:55,1. FC Kaiserslautern,SV Wehen Wies.,68',1,0,1.27,4.3,15.0,0.7246299212598425,0.2140186046511628,0.061352
Fortuna_Düsseldorf_versus_Greuther_Fürth_time_2024-04-20 14:25:55,Fortuna_Düsseldorf_versus_Greuther_Fürth,2024-04-20,14:25:55,Fortuna Düsseldorf,Greuther Fürth,67',0,0,2.4,2.0,6.0,0.38461666666666666,0.46154,0.15384666666666666
VfL_1899_Osnabrück_versus_Eintr._Braunschweig_time_2024-04-20 14:25:55,VfL_1899_Osnabrück_versus_Eintr._Braunschweig,2024-04-20,14:25:55,VfL 1899 Osnabrück,Eintr. Braunschweig,65',0,3,100.0,50.0,1.0,0.0097087,0.0194174,0.97087
Erzgebirge_Aue_versus_SpVgg_Unterhaching_time_2024-04-20 14:25:55,Erzgebirge_Aue_versus_SpVgg_Unterhaching,2024-04-20,14:25:55,Erzgebirge Aue,SpVgg Unterhaching,26',0,0,1.9,3.1,4.0,0.4789473684210527,0.2935483870967742,0.2275
Hallescher_FC_versus_SC_Verl_time_2024-04-20 14:25:55,Hallescher_FC_versus_SC_Verl,2024-04-20,14:25:55,Hallescher FC,SC Verl,25',0,0,2.2,3.0,3.4,0.4201,0.30807333333333337,0.2718294117647059
VfB_Lübeck_versus_Borussia_Dortmund_II_time_2024-04-20 14:25:55,VfB_Lübeck_versus_Borussia_Dortmund_II,2024-04-20,14:25:55,VfB Lübeck,Borussia Dortmund II,25',0,2,16.0,8.5,1.1,0.057379374999999996,0.10800823529411764,0.8346090909090907
RC_Celta_de_Vigo_versus_UD_Las_Palmas_time_2024-04-20 14:25:55,RC_Celta_de_Vigo_versus_UD_Las_Palmas,2024-04-20,14:25:55,RC Celta de Vigo,UD Las Palmas,25',0,1,3.0,3.4,2.2,0.30807333333333337,0.2718294117647059,0.4201
1860_München_versus_1._FC_Saarbrücken_time_2024-04-20 14:25:55,1860_München_versus_1._FC_Saarbrücken,2024-04-20,14:25:55,1860 München,1. FC Saarbrücken,23',0,1,10.0,5.0,1.27,0.091962,0.183924,0.7241102362204724
Dynamo_Dresden_versus_FC_Viktoria_Köln_time_2024-04-20 14:25:55,Dynamo_Dresden_versus_FC_Viktoria_Köln,2024-04-20,14:25:55,Dynamo Dresden,FC Viktoria Köln,23',0,0,1.27,5.0,9.0,0.7167874015748031,0.182064,0.10114666666666666
Sudeva_Delhi_FC_versus_FC_Bengaluru_United_time_2024-04-20 14:25:55,Sudeva_Delhi_FC_versus_FC_Bengaluru_United,2024-04-20,14:25:55,Sudeva Delhi FC,FC Bengaluru United,90'+5,1,0,1.05,7.5,45.0,0.8595999999999999,0.12034399999999999,0.020057333333333333
Phrae_United_versus_Ayutthaya_United_time_2024-04-20 14:25:55,Phrae_United_versus_Ayutthaya_United,2024-04-20,14:25:55,Phrae United,Ayutthaya United,90'+3,0,1,120.0,10.0,1.02,0.00765425,0.09185099999999999,0.9005
Bandirmaspor_versus_Tuzlaspor_time_2024-04-20 14:25:55,Bandirmaspor_versus_Tuzlaspor,2024-04-20,14:25:55,Bandirmaspor,Tuzlaspor,87',1,1,5.0,1.35,6.5,0.182718,0.6767333333333333,0.1405523076923077
Ethio_Electric_SC_versus_Oromia_Police_Fc_time_2024-04-20 14:25:55,Ethio_Electric_SC_versus_Oromia_Police_Fc,2024-04-20,14:25:55,Ethio Electric SC,Oromia Police Fc,73',1,0,1.06,7.5,35.0,0.8535188679245282,0.12063066666666668,0.025849428571428572
Skövde_AIK_versus_Trelleborgs_FF_time_2024-04-20 14:25:55,Skövde_AIK_versus_Trelleborgs_FF,2024-04-20,14:25:55,Skövde AIK,Trelleborgs FF,70',1,0,1.3,3.8,13.0,0.6934307692307692,0.2372263157894737,0.06934307692307692
FC_Rosengaard_1917_versus_Onsala_BK_time_2024-04-20 14:25:55,FC_Rosengaard_1917_versus_Onsala_BK,2024-04-20,14:25:55,FC Rosengaard 1917,Onsala BK,68',1,1,2.3,2.0,5.5,0.3893826086956522,0.44779,0.16283272727272727
Pattaya_United_FC_versus_Chanthaburi_time_2024-04-20 14:25:55,Pattaya_United_FC_versus_Chanthaburi,2024-04-20,14:25:55,Pattaya United FC,Chanthaburi,68',1,1,2.3,1.9,6.0,0.38552608695652174,0.46668947368421054,0.147785
Roea_(F)_versus_Vålerenga_(F)_time_2024-04-20 14:25:55,Roea_(F)_versus_Vålerenga_(F),2024-04-20,14:25:55,Roea (F),Vålerenga (F),67',0,2,70.0,18.0,1.0,0.013353142857142857,0.051928888888888886,0.93472
Istanbulspor_AS_versus_Fatih_Karagümrük_time_2024-04-20 14:26:09,Istanbulspor_AS_versus_Fatih_Karagümrük,2024-04-20,14:26:09,Istanbulspor AS,Fatih Karagümrük,83',0,0,11.0,1.6,2.8,0.08472,0.5824499999999999,0.3328285714285714
1._FC_Kaiserslautern_versus_SV_Wehen_Wies._time_2024-04-20 14:26:09,1._FC_Kaiserslautern_versus_SV_Wehen_Wies.,2024-04-20,14:26:09,1. FC Kaiserslautern,SV Wehen Wies.,68',1,0,1.27,4.3,15.0,0.7246299212598425,0.2140186046511628,0.061352
Fortuna_Düsseldorf_versus_Greuther_Fürth_time_2024-04-20 14:26:09,Fortuna_Düsseldorf_versus_Greuther_Fürth,2024-04-20,14:26:09,Fortuna Düsseldorf,Greuther Fürth,67',0,0,2.4,2.0,6.0,0.38461666666666666,0.46154,0.15384666666666666
VfL_1899_Osnabrück_versus_Eintr._Braunschweig_time_2024-04-20 14:26:09,VfL_1899_Osnabrück_versus_Eintr._Braunschweig,2024-04-20,14:26:09,VfL 1899 Osnabrück,Eintr. Braunschweig,65',0,3,120.0,50.0,1.0,0.00810375,0.019449,0.97245
Erzgebirge_Aue_versus_SpVgg_Unterhaching_time_2024-04-20 14:26:09,Erzgebirge_Aue_versus_SpVgg_Unterhaching,2024-04-20,14:26:09,Erzgebirge Aue,SpVgg Unterhaching,26',0,0,1.9,3.1,4.0,0.4789473684210527,0.2935483870967742,0.2275
Hallescher_FC_versus_SC_Verl_time_2024-04-20 14:26:09,Hallescher_FC_versus_SC_Verl,2024-04-20,14:26:09,Hallescher FC,SC Verl,26',0,0,2.2,3.0,3.4,0.4201,0.30807333333333337,0.2718294117647059
VfB_Lübeck_versus_Borussia_Dortmund_II_time_2024-04-20 14:26:09,VfB_Lübeck_versus_Borussia_Dortmund_II,2024-04-20,14:26:09,VfB Lübeck,Borussia Dortmund II,26',0,2,16.0,8.5,1.1,0.057379374999999996,0.10800823529411764,0.8346090909090907
RC_Celta_de_Vigo_versus_UD_Las_Palmas_time_2024-04-20 14:26:09,RC_Celta_de_Vigo_versus_UD_Las_Palmas,2024-04-20,14:26:09,RC Celta de Vigo,UD Las Palmas,25',0,1,3.0,3.4,2.2,0.30807333333333337,0.2718294117647059,0.4201
1860_München_versus_1._FC_Saarbrücken_time_2024-04-20 14:26:09,1860_München_versus_1._FC_Saarbrücken,2024-04-20,14:26:09,1860 München,1. FC Saarbrücken,24',0,1,10.0,5.0,1.27,0.091962,0.183924,0.7241102362204724
Dynamo_Dresden_versus_FC_Viktoria_Köln_time_2024-04-20 14:26:09,Dynamo_Dresden_versus_FC_Viktoria_Köln,2024-04-20,14:26:09,Dynamo Dresden,FC Viktoria Köln,23',0,0,1.35,5.0,7.5,0.6896518518518518,0.186206,0.12413733333333334
Sudeva_Delhi_FC_versus_FC_Bengaluru_United_time_2024-04-20 14:26:09,Sudeva_Delhi_FC_versus_FC_Bengaluru_United,2024-04-20,14:26:09,Sudeva Delhi FC,FC Bengaluru United,90'+6,1,0,1.05,7.5,45.0,0.8595999999999999,0.12034399999999999,0.020057333333333333
Phrae_United_versus_Ayutthaya_United_time_2024-04-20 14:26:09,Phrae_United_versus_Ayutthaya_United,2024-04-20,14:26:09,Phrae United,Ayutthaya United,90'+3,0,1,120.0,10.0,1.02,0.00765425,0.09185099999999999,0.9005
Bandirmaspor_versus_Tuzlaspor_time_2024-04-20 14:26:09,Bandirmaspor_versus_Tuzlaspor,2024-04-20,14:26:09,Bandirmaspor,Tuzlaspor,87',1,1,5.0,1.35,7.0,0.18456999999999998,0.6835925925925925,0.13183571428571428
Ethio_Electric_SC_versus_Oromia_Police_Fc_time_2024-04-20 14:26:09,Ethio_Electric_SC_versus_Oromia_Police_Fc,2024-04-20,14:26:09,Ethio Electric SC,Oromia Police Fc,73',1,0,1.06,7.5,35.0,0.8535188679245282,0.12063066666666668,0.025849428571428572
Skövde_AIK_versus_Trelleborgs_FF_time_2024-04-20 14:26:09,Skövde_AIK_versus_Trelleborgs_FF,2024-04-20,14:26:09,Skövde AIK,Trelleborgs FF,70',1,0,1.3,3.8,13.0,0.6934307692307692,0.2372263157894737,0.06934307692307692
FC_Rosengaard_1917_versus_Onsala_BK_time_2024-04-20 14:26:09,FC_Rosengaard_1917_versus_Onsala_BK,2024-04-20,14:26:09,FC Rosengaard 1917,Onsala BK,68',1,1,2.3,2.0,5.5,0.3893826086956522,0.44779,0.16283272727272727
Pattaya_United_FC_versus_Chanthaburi_time_2024-04-20 14:26:09,Pattaya_United_FC_versus_Chanthaburi,2024-04-20,14:26:09,Pattaya United FC,Chanthaburi,68',1,1,2.3,1.9,6.0,0.38552608695652174,0.46668947368421054,0.147785
Roea_(F)_versus_Vålerenga_(F)_time_2024-04-20 14:26:09,Roea_(F)_versus_Vålerenga_(F),2024-04-20,14:26:09,Roea (F),Vålerenga (F),67',0,2,70.0,18.0,1.0,0.013353142857142857,0.051928888888888886,0.93472
Istanbulspor_AS_versus_Fatih_Karagümrük_time_2024-04-20 14:26:45,Istanbulspor_AS_versus_Fatih_Karagümrük,2024-04-20,14:26:45,Istanbulspor AS,Fatih Karagümrük,84',0,0,12.0,1.55,2.8,0.07676,0.5942709677419354,0.3289714285714286
1._FC_Kaiserslautern_versus_SV_Wehen_Wies._time_2024-04-20 14:26:45,1._FC_Kaiserslautern_versus_SV_Wehen_Wies.,2024-04-20,14:26:45,1. FC Kaiserslautern,SV Wehen Wies.,68',1,0,1.27,4.3,15.0,0.7246299212598425,0.2140186046511628,0.061352
Fortuna_Düsseldorf_versus_Greuther_Fürth_time_2024-04-20 14:26:45,Fortuna_Düsseldorf_versus_Greuther_Fürth,2024-04-20,14:26:45,Fortuna Düsseldorf,Greuther Fürth,68',0,0,2.4,2.0,6.0,0.38461666666666666,0.46154,0.15384666666666666
VfL_1899_Osnabrück_versus_Eintr._Braunschweig_time_2024-04-20 14:26:45,VfL_1899_Osnabrück_versus_Eintr._Braunschweig,2024-04-20,14:26:45,VfL 1899 Osnabrück,Eintr. Braunschweig,65',0,3,150.0,50.0,1.0,0.006493533333333333,0.0194806,0.97403
Erzgebirge_Aue_versus_SpVgg_Unterhaching_time_2024-04-20 14:26:45,Erzgebirge_Aue_versus_SpVgg_Unterhaching,2024-04-20,14:26:45,Erzgebirge Aue,SpVgg Unterhaching,26',0,0,1.95,3.2,3.8,0.47113333333333335,0.287096875,0.24176578947368424
Hallescher_FC_versus_SC_Verl_time_2024-04-20 14:26:45,Hallescher_FC_versus_SC_Verl,2024-04-20,14:26:45,Hallescher FC,SC Verl,26',0,0,2.2,3.0,3.4,0.4201,0.30807333333333337,0.2718294117647059
VfB_Lübeck_versus_Borussia_Dortmund_II_time_2024-04-20 14:26:45,VfB_Lübeck_versus_Borussia_Dortmund_II,2024-04-20,14:26:45,VfB Lübeck,Borussia Dortmund II,26',0,2,16.0,8.5,1.1,0.057379374999999996,0.10800823529411764,0.8346090909090907
RC_Celta_de_Vigo_versus_UD_Las_Palmas_time_2024-04-20 14:26:45,RC_Celta_de_Vigo_versus_UD_Las_Palmas,2024-04-20,14:26:45,RC Celta de Vigo,UD Las Palmas,26',0,1,3.0,3.4,2.2,0.30807333333333337,0.2718294117647059,0.4201
1860_München_versus_1._FC_Saarbrücken_time_2024-04-20 14:26:45,1860_München_versus_1._FC_Saarbrücken,2024-04-20,14:26:45,1860 München,1. FC Saarbrücken,24',0,1,10.0,5.0,1.27,0.091962,0.183924,0.7241102362204724
Dynamo_Dresden_versus_FC_Viktoria_Köln_time_2024-04-20 14:26:45,Dynamo_Dresden_versus_FC_Viktoria_Köln,2024-04-20,14:26:45,Dynamo Dresden,FC Viktoria Köln,24',0,0,1.35,4.7,8.0,0.6868222222222221,0.1972787234042553,0.11590125
Sudeva_Delhi_FC_versus_FC_Bengaluru_United_time_2024-04-20 14:26:45,Sudeva_Delhi_FC_versus_FC_Bengaluru_United,2024-04-20,14:26:45,Sudeva Delhi FC,FC Bengaluru United,90'+6,1,0,1.05,7.5,45.0,0.8595999999999999,0.12034399999999999,0.020057333333333333
Phrae_United_versus_Ayutthaya_United_time_2024-04-20 14:26:45,Phrae_United_versus_Ayutthaya_United,2024-04-20,14:26:45,Phrae United,Ayutthaya United,90'+4,0,1,120.0,10.0,1.02,0.00765425,0.09185099999999999,0.9005
Bandirmaspor_versus_Tuzlaspor_time_2024-04-20 14:26:45,Bandirmaspor_versus_Tuzlaspor,2024-04-20,14:26:45,Bandirmaspor,Tuzlaspor,87',1,1,5.2,1.3,7.5,0.17564423076923077,0.7025769230769231,0.12178
Ethio_Electric_SC_versus_Oromia_Police_Fc_time_2024-04-20 14:26:45,Ethio_Electric_SC_versus_Oromia_Police_Fc,2024-04-20,14:26:45,Ethio Electric SC,Oromia Police Fc,74',1,0,1.06,7.5,35.0,0.8535188679245282,0.12063066666666668,0.025849428571428572
Skövde_AIK_versus_Trelleborgs_FF_time_2024-04-20 14:26:45,Skövde_AIK_versus_Trelleborgs_FF,2024-04-20,14:26:45,Skövde AIK,Trelleborgs FF,70',1,0,1.27,4.0,14.0,0.7101181102362205,0.2254625,0.06441785714285715
FC_Rosengaard_1917_versus_Onsala_BK_time_2024-04-20 14:26:45,FC_Rosengaard_1917_versus_Onsala_BK,2024-04-20,14:26:45,FC Rosengaard 1917,Onsala BK,69',1,1,2.3,2.0,5.5,0.3893826086956522,0.44779,0.16283272727272727
Pattaya_United_FC_versus_Chanthaburi_time_2024-04-20 14:26:45,Pattaya_United_FC_versus_Chanthaburi,2024-04-20,14:26:45,Pattaya United FC,Chanthaburi,69',1,1,2.4,1.9,5.5,0.37043750000000003,0.46792105263157896,0.16164545454545454
Roea_(F)_versus_Vålerenga_(F)_time_2024-04-20 14:26:45,Roea_(F)_versus_Vålerenga_(F),2024-04-20,14:26:45,Roea (F),Vålerenga (F),68',0,2,70.0,18.0,1.0,0.013353142857142857,0.051928888888888886,0.93472
Istanbulspor_AS_versus_Fatih_Karagümrük_time_2024-04-20 14:27:01,Istanbulspor_AS_versus_Fatih_Karagümrük,2024-04-20,14:27:01,Istanbulspor AS,Fatih Karagümrük,84',0,0,12.0,1.55,2.8,0.07676,0.5942709677419354,0.3289714285714286
1._FC_Kaiserslautern_versus_SV_Wehen_Wies._time_2024-04-20 14:27:01,1._FC_Kaiserslautern_versus_SV_Wehen_Wies.,2024-04-20,14:27:01,1. FC Kaiserslautern,SV Wehen Wies.,69',1,0,1.27,4.3,15.0,0.7246299212598425,0.2140186046511628,0.061352
Fortuna_Düsseldorf_versus_Greuther_Fürth_time_2024-04-20 14:27:01,Fortuna_Düsseldorf_versus_Greuther_Fürth,2024-04-20,14:27:01,Fortuna Düsseldorf,Greuther Fürth,68',0,0,2.4,2.0,6.0,0.38461666666666666,0.46154,0.15384666666666666
VfL_1899_Osnabrück_versus_Eintr._Braunschweig_time_2024-04-20 14:27:01,VfL_1899_Osnabrück_versus_Eintr._Braunschweig,2024-04-20,14:27:01,VfL 1899 Osnabrück,Eintr. Braunschweig,66',0,3,150.0,50.0,1.0,0.006493533333333333,0.0194806,0.97403
Erzgebirge_Aue_versus_SpVgg_Unterhaching_time_2024-04-20 14:27:01,Erzgebirge_Aue_versus_SpVgg_Unterhaching,2024-04-20,14:27:01,Erzgebirge Aue,SpVgg Unterhaching,27',0,0,1.95,3.2,3.8,0.47113333333333335,0.287096875,0.24176578947368424
Hallescher_FC_versus_SC_Verl_time_2024-04-20 14:27:01,Hallescher_FC_versus_SC_Verl,2024-04-20,14:27:01,Hallescher FC,SC Verl,27',0,0,2.2,3.0,3.4,0.4201,0.30807333333333337,0.2718294117647059
VfB_Lübeck_versus_Borussia_Dortmund_II_time_2024-04-20 14:27:01,VfB_Lübeck_versus_Borussia_Dortmund_II,2024-04-20,14:27:01,VfB Lübeck,Borussia Dortmund II,26',0,2,16.0,8.5,1.1,0.057379374999999996,0.10800823529411764,0.8346090909090907
RC_Celta_de_Vigo_versus_UD_Las_Palmas_time_2024-04-20 14:27:01,RC_Celta_de_Vigo_versus_UD_Las_Palmas,2024-04-20,14:27:01,RC Celta de Vigo,UD Las Palmas,26',0,1,3.0,3.4,2.2,0.30807333333333337,0.2718294117647059,0.4201
1860_München_versus_1._FC_Saarbrücken_time_2024-04-20 14:27:01,1860_München_versus_1._FC_Saarbrücken,2024-04-20,14:27:01,1860 München,1. FC Saarbrücken,24',0,1,10.0,5.0,1.27,0.091962,0.183924,0.7241102362204724
Dynamo_Dresden_versus_FC_Viktoria_Köln_time_2024-04-20 14:27:01,Dynamo_Dresden_versus_FC_Viktoria_Köln,2024-04-20,14:27:01,Dynamo Dresden,FC Viktoria Köln,24',0,0,1.35,4.7,8.0,0.6868222222222221,0.1972787234042553,0.11590125
Sudeva_Delhi_FC_versus_FC_Bengaluru_United_time_2024-04-20 14:27:01,Sudeva_Delhi_FC_versus_FC_Bengaluru_United,2024-04-20,14:27:01,Sudeva Delhi FC,FC Bengaluru United,90'+6,1,0,1.05,7.5,45.0,0.8595999999999999,0.12034399999999999,0.020057333333333333
Phrae_United_versus_Ayutthaya_United_time_2024-04-20 14:27:01,Phrae_United_versus_Ayutthaya_United,2024-04-20,14:27:01,Phrae United,Ayutthaya United,90'+4,0,1,120.0,11.0,1.02,0.007718666666666666,0.08420363636363636,0.908078431372549
Bandirmaspor_versus_Tuzlaspor_time_2024-04-20 14:27:01,Bandirmaspor_versus_Tuzlaspor,2024-04-20,14:27:01,Bandirmaspor,Tuzlaspor,88',1,1,5.2,1.3,7.5,0.17564423076923077,0.7025769230769231,0.12178
Ethio_Electric_SC_versus_Oromia_Police_Fc_time_2024-04-20 14:27:01,Ethio_Electric_SC_versus_Oromia_Police_Fc,2024-04-20,14:27:01,Ethio Electric SC,Oromia Police Fc,74',1,0,1.05,8.0,35.0,0.8611428571428571,0.113025,0.025834285714285716
Skövde_AIK_versus_Trelleborgs_FF_time_2024-04-20 14:27:01,Skövde_AIK_versus_Trelleborgs_FF,2024-04-20,14:27:01,Skövde AIK,Trelleborgs FF,71',1,0,1.27,4.0,14.0,0.7101181102362205,0.2254625,0.06441785714285715
FC_Rosengaard_1917_versus_Onsala_BK_time_2024-04-20 14:27:01,FC_Rosengaard_1917_versus_Onsala_BK,2024-04-20,14:27:01,FC Rosengaard 1917,Onsala BK,69',1,1,2.3,2.0,6.0,0.39473478260869566,0.453945,0.151315
Pattaya_United_FC_versus_Chanthaburi_time_2024-04-20 14:27:01,Pattaya_United_FC_versus_Chanthaburi,2024-04-20,14:27:01,Pattaya United FC,Chanthaburi,69',1,1,2.3,2.0,5.5,0.3893826086956522,0.44779,0.16283272727272727
Roea_(F)_versus_Vålerenga_(F)_time_2024-04-20 14:27:01,Roea_(F)_versus_Vålerenga_(F),2024-04-20,14:27:01,Roea (F),Vålerenga (F),68',0,2,70.0,22.0,1.0,0.01348042857142857,0.04289227272727272,0.94363
Istanbulspor_AS_versus_Fatih_Karagümrük_time_2024-04-20 14:27:14,Istanbulspor_AS_versus_Fatih_Karagümrük,2024-04-20,14:27:14,Istanbulspor AS,Fatih Karagümrük,84',0,0,12.0,1.55,2.8,0.07676,0.5942709677419354,0.3289714285714286
1._FC_Kaiserslautern_versus_SV_Wehen_Wies._time_2024-04-20 14:27:14,1._FC_Kaiserslautern_versus_SV_Wehen_Wies.,2024-04-20,14:27:14,1. FC Kaiserslautern,SV Wehen Wies.,69',1,0,1.27,4.3,15.0,0.7246299212598425,0.2140186046511628,0.061352
Fortuna_Düsseldorf_versus_Greuther_Fürth_time_2024-04-20 14:27:14,Fortuna_Düsseldorf_versus_Greuther_Fürth,2024-04-20,14:27:14,Fortuna Düsseldorf,Greuther Fürth,68',0,0,2.4,1.95,6.0,0.38011666666666666,0.46783589743589743,0.15204666666666666
VfL_1899_Osnabrück_versus_Eintr._Braunschweig_time_2024-04-20 14:27:14,VfL_1899_Osnabrück_versus_Eintr._Braunschweig,2024-04-20,14:27:14,VfL 1899 Osnabrück,Eintr. Braunschweig,66',0,3,150.0,50.0,1.0,0.006493533333333333,0.0194806,0.97403
Erzgebirge_Aue_versus_SpVgg_Unterhaching_time_2024-04-20 14:27:14,Erzgebirge_Aue_versus_SpVgg_Unterhaching,2024-04-20,14:27:14,Erzgebirge Aue,SpVgg Unterhaching,27',0,0,1.95,3.2,3.8,0.47113333333333335,0.287096875,0.24176578947368424
Hallescher_FC_versus_SC_Verl_time_2024-04-20 14:27:14,Hallescher_FC_versus_SC_Verl,2024-04-20,14:27:14,Hallescher FC,SC Verl,27',0,0,2.2,3.0,3.4,0.4201,0.30807333333333337,0.2718294117647059
VfB_Lübeck_versus_Borussia_Dortmund_II_time_2024-04-20 14:27:14,VfB_Lübeck_versus_Borussia_Dortmund_II,2024-04-20,14:27:14,VfB Lübeck,Borussia Dortmund II,27',0,2,16.0,8.5,1.1,0.057379374999999996,0.10800823529411764,0.8346090909090907
RC_Celta_de_Vigo_versus_UD_Las_Palmas_time_2024-04-20 14:27:14,RC_Celta_de_Vigo_versus_UD_Las_Palmas,2024-04-20,14:27:14,RC Celta de Vigo,UD Las Palmas,26',0,1,3.0,3.4,2.2,0.30807333333333337,0.2718294117647059,0.4201
1860_München_versus_1._FC_Saarbrücken_time_2024-04-20 14:27:14,1860_München_versus_1._FC_Saarbrücken,2024-04-20,14:27:14,1860 München,1. FC Saarbrücken,25',0,1,10.0,5.0,1.27,0.091962,0.183924,0.7241102362204724
Dynamo_Dresden_versus_FC_Viktoria_Köln_time_2024-04-20 14:27:14,Dynamo_Dresden_versus_FC_Viktoria_Köln,2024-04-20,14:27:14,Dynamo Dresden,FC Viktoria Köln,25',0,0,1.35,4.7,8.0,0.6868222222222221,0.1972787234042553,0.11590125
Sudeva_Delhi_FC_versus_FC_Bengaluru_United_time_2024-04-20 14:27:14,Sudeva_Delhi_FC_versus_FC_Bengaluru_United,2024-04-20,14:27:14,Sudeva Delhi FC,FC Bengaluru United,90'+7,1,0,1.05,7.5,45.0,0.8595999999999999,0.12034399999999999,0.020057333333333333
Phrae_United_versus_Ayutthaya_United_time_2024-04-20 14:27:14,Phrae_United_versus_Ayutthaya_United,2024-04-20,14:27:14,Phrae United,Ayutthaya United,90'+4,0,1,120.0,11.0,1.02,0.007718666666666666,0.08420363636363636,0.908078431372549
Bandirmaspor_versus_Tuzlaspor_time_2024-04-20 14:27:14,Bandirmaspor_versus_Tuzlaspor,2024-04-20,14:27:14,Bandirmaspor,Tuzlaspor,88',1,1,5.0,1.3,8.5,0.18401399999999998,0.7077461538461538,0.1082435294117647
Ethio_Electric_SC_versus_Oromia_Police_Fc_time_2024-04-20 14:27:14,Ethio_Electric_SC_versus_Oromia_Police_Fc,2024-04-20,14:27:14,Ethio Electric SC,Oromia Police Fc,75',1,0,1.05,8.0,35.0,0.8611428571428571,0.113025,0.025834285714285716
Skövde_AIK_versus_Trelleborgs_FF_time_2024-04-20 14:27:14,Skövde_AIK_versus_Trelleborgs_FF,2024-04-20,14:27:14,Skövde AIK,Trelleborgs FF,71',1,0,1.27,4.0,14.0,0.7101181102362205,0.2254625,0.06441785714285715
FC_Rosengaard_1917_versus_Onsala_BK_time_2024-04-20 14:27:14,FC_Rosengaard_1917_versus_Onsala_BK,2024-04-20,14:27:14,FC Rosengaard 1917,Onsala BK,69',1,1,2.3,2.0,6.0,0.39473478260869566,0.453945,0.151315
Pattaya_United_FC_versus_Chanthaburi_time_2024-04-20 14:27:14,Pattaya_United_FC_versus_Chanthaburi,2024-04-20,14:27:14,Pattaya United FC,Chanthaburi,69',1,1,2.4,2.0,5.5,0.37930833333333336,0.45517,0.16551636363636366
Roea_(F)_versus_Vålerenga_(F)_time_2024-04-20 14:27:14,Roea_(F)_versus_Vålerenga_(F),2024-04-20,14:27:14,Roea (F),Vålerenga (F),68',0,2,70.0,22.0,1.0,0.01348042857142857,0.04289227272727272,0.94363
Istanbulspor_AS_versus_Fatih_Karagümrük_time_2024-04-20 14:27:27,Istanbulspor_AS_versus_Fatih_Karagümrük,2024-04-20,14:27:27,Istanbulspor AS,Fatih Karagümrük,84',0,0,12.0,1.55,2.9,0.07764083333333334,0.6010903225806452,0.32127241379310345
1._FC_Kaiserslautern_versus_SV_Wehen_Wies._time_2024-04-20 14:27:27,1._FC_Kaiserslautern_versus_SV_Wehen_Wies.,2024-04-20,14:27:27,1. FC Kaiserslautern,SV Wehen Wies.,69',1,0,1.27,4.3,15.0,0.7246299212598425,0.2140186046511628,0.061352
Fortuna_Düsseldorf_versus_Greuther_Fürth_time_2024-04-20 14:27:27,Fortuna_Düsseldorf_versus_Greuther_Fürth,2024-04-20,14:27:27,Fortuna Düsseldorf,Greuther Fürth,68',0,0,2.4,1.95,6.0,0.38011666666666666,0.46783589743589743,0.15204666666666666
